Customer_ID,ml_churn_score,ml_churn_label
1000001,0.5439263073137659,1
1000002,0.21507638448271904,0
1000003,0.8029364203632506,1
1000004,0.5001262351615984,1
1000005,0.29841522647041363,0
1000006,0.3822021062985583,0
1000007,0.8394676813159749,1
1000008,0.23057534590999934,0
1000009,0.4854429295676433,0
1000010,0.29763745323344437,0
1000011,0.3354397285191533,0
1000012,0.42131526411206716,0
1000013,0.3710967702420047,0
1000014,0.5047782368874084,1
1000015,0.3104118777085859,0
1000016,0.40955435402504997,0
1000017,0.4891152155315995,0
1000018,0.34065097600075855,0
1000019,0.31252019901346034,0
1000020,0.25624909825259296,0
1000021,0.4941948140594941,0
1000022,0.7714637317364916,1
1000023,0.3679415114810673,0
1000024,0.5147355451604126,1
1000025,0.3840728630214955,0
1000026,0.32764990790213927,0
1000027,0.67132797445897,1
1000028,0.2116278269767747,0
1000029,0.753518987942574,1
1000030,0.44346625935262246,0
1000031,0.5552165855144984,1
1000032,0.6018222813052293,1
1000033,0.372842078692685,0
1000034,0.15905766402311336,0
1000035,0.5656069106785168,1
1000036,0.23738046983037636,0
1000037,0.33053571496060874,0
1000038,0.5616586422477283,1
1000039,0.7170950261775839,1
1000040,0.6682027173101495,1
1000041,0.16130522054915755,0
1000042,0.6562202663679177,1
1000043,0.5728117499358808,1
1000044,0.5991752944565116,1
1000045,0.6075690444420783,1
1000046,0.5224571570539772,1
1000047,0.5579932576042375,1
1000048,0.4681661295405547,0
1000049,0.39639744429976675,0
1000050,0.5944022440855632,1
1000051,0.7163237394279266,1
1000052,0.5918374888695707,1
1000053,0.6683154058723383,1
1000054,0.2657069142788365,0
1000055,0.7842306516406741,1
1000056,0.7641892388471918,1
1000057,0.534521858666877,1
1000058,0.38730589371727475,0
1000059,0.7107635243600838,1
1000060,0.5812187181448389,1
1000061,0.7721098519087042,1
1000062,0.39566781464083245,0
1000063,0.1986853615718109,0
1000064,0.20323553785870466,0
1000065,0.18139119025834397,0
1000066,0.6884950416880793,1
1000067,0.3123787692467534,0
1000068,0.3201189190727155,0
1000069,0.42864245431565345,0
1000070,0.6394451413532056,1
1000071,0.19491924269821334,0
1000072,0.3396570173193628,0
1000073,0.49412324795414714,0
1000074,0.3738011169489386,0
1000075,0.1730800359517661,0
1000076,0.4156926895442354,0
1000077,0.7865078891122033,1
1000078,0.4750174190526632,0
1000079,0.46423304024753226,0
1000080,0.5508985762838616,1
1000081,0.4447332340297717,0
1000082,0.8767405800734843,1
1000083,0.3883021564506206,0
1000084,0.22328983006480327,0
1000085,0.1520228464815544,0
1000086,0.31484823548820534,0
1000087,0.20083543790914632,0
1000088,0.12586640439182814,0
1000089,0.38559715396076727,0
1000090,0.19603079603623444,0
1000091,0.6257763232736753,1
1000092,0.4942829988376144,0
1000093,0.3816513009312241,0
1000094,0.2114781131620256,0
1000095,0.29991933699210505,0
1000096,0.4224511096130848,0
1000097,0.4223318619743826,0
1000098,0.4805349249217748,0
1000099,0.2988378721684817,0
1000100,0.30345182075145183,0
1000101,0.28750518588528695,0
1000102,0.37016289038770606,0
1000103,0.7433921720379032,1
1000104,0.5849689518349047,1
1000105,0.1259845332520224,0
1000106,0.45119672899413116,0
1000107,0.5001765775963902,1
1000108,0.3789071049608596,0
1000109,0.23044806186971373,0
1000110,0.43675063018755167,0
