Customer_ID,ml_churn_score,ml_churn_label
1017577,0.418562045653773,0
1080706,0.812544856729939,1
1014459,0.3715812802160761,0
1049425,0.830943575011501,1
1061666,0.8816537904913277,1
1089242,0.8255039030504904,1
1064367,0.7260049358415559,1
1069201,0.8325372401896788,1
1033816,0.6435700696474884,1
1097326,0.802766042204791,1
1042952,0.6124070276178089,1
1049143,0.6567377041854432,1
1038702,0.80591866477272,1
1000865,0.7224764387934952,1
1036703,0.7765406980030615,1
1057183,0.8397396854229873,1
1011242,0.7824681027031881,1
1013654,0.5372502175362942,1
1033970,0.8877702426020784,1
1096245,0.7510187666772189,1
1092717,0.6687582469649733,1
1049852,0.8097561707790245,1
1044629,0.7972245366368368,1
1031576,0.8185784739809993,1
1084384,0.5595466051388278,1
1063310,0.8492419079694078,1
1084922,0.8237284295745324,1
1049393,0.871827999290093,1
1027167,0.7809497759481054,1
1088086,0.5751804977876941,1
1066414,0.6688137944377259,1
1098173,0.655723524157607,1
1036697,0.7117085969679914,1
1020348,0.7886161825866927,1
1044173,0.6317570069272859,1
1086178,0.66094111932324,1
1038871,0.7793688647795618,1
1028483,0.8844396840412424,1
1094147,0.5531695308930511,1
1059024,0.7283464550139117,1
1094832,0.8210990405263509,1
1044871,0.8784530155800993,1
1085881,0.8815731689463177,1
1038068,0.7978137889332215,1
1003400,0.6057759418046521,1
1095351,0.7371265121380842,1
1040339,0.7985603135061872,1
1023642,0.4805067098734051,0
1042009,0.8668585085952291,1
1047926,0.8427158607860675,1
1079977,0.8419827586241464,1
1018382,0.8045078020431923,1
1019895,0.7522031479312243,1
1084399,0.824187370256891,1
1036995,0.828292344030502,1
1013021,0.6114143452545726,1
1089022,0.8937140298311753,1
1048875,0.5513896927312949,1
1059897,0.7570230274011499,1
1072539,0.8129863529320832,1
1066208,0.8719027542114809,1
1068656,0.8548155981994745,1
1062365,0.8269775126266657,1
1001570,0.5776308865324622,1
1021822,0.8350450407758118,1
1023046,0.8843112528703834,1
1040720,0.5395447608696402,1
1035084,0.8448354976742505,1
1044808,0.8476774675783443,1
1020031,0.8374853960699614,1
1000901,0.8747830198847634,1
1042261,0.8210818887948951,1
1098710,0.6016779516342872,1
1042729,0.5856558780285023,1
1033803,0.8020232923264128,1
1097145,0.5248603369582984,1
1039954,0.8677388955761459,1
1044794,0.8954612913637908,1
1010763,0.8162102197243286,1
1029090,0.8086721071075257,1
1035911,0.6802228201798245,1
1056368,0.8651869112555595,1
1084242,0.8668185394690732,1
1066443,0.733307528194757,1
1046304,0.8400463979538326,1
1075577,0.8042268466552505,1
1026867,0.6357214360962661,1
1095583,0.8755281179535698,1
1040698,0.6883351621709475,1
1045860,0.8031437823664,1
1098725,0.7627272732256609,1
1092858,0.702269091086254,1
1007308,0.8806364237696518,1
1020447,0.8303531140173609,1
1046147,0.7713783843518387,1
1094636,0.7732535206063068,1
1018236,0.8710166262433756,1
1061219,0.8202877272504167,1
1083093,0.8304224489099805,1
1045470,0.7099920220796904,1
1078421,0.8949648341786002,1
1092023,0.8811743558428312,1
1053201,0.8829546799935022,1
1059848,0.8798694488350106,1
1005839,0.8505651650519821,1
1034994,0.8635743547735479,1
1076546,0.8073018430720084,1
1083034,0.7874803908594242,1
1072168,0.8432895108839114,1
1086591,0.7829356112213518,1
1089201,0.8253417083801001,1
1082940,0.8673903882058206,1
1028333,0.8378423823906574,1
1017732,0.8426391515876316,1
1006969,0.25298699622677445,0
1018399,0.3866727214155137,0
1052714,0.8744214005957186,1
1050245,0.8486856381898968,1
1020269,0.5889814570810137,1
1050858,0.7554496898231231,1
1078713,0.8361710698936163,1
1073145,0.8331126726884551,1
1062648,0.8068697488346258,1
1079418,0.8100152198886698,1
1057424,0.8432728567753056,1
1065119,0.8279023613103011,1
1099051,0.8265966503292028,1
1082157,0.7652437251393734,1
1009629,0.8512745317779278,1
1024030,0.6307545783430306,1
1090876,0.831489048305708,1
1090713,0.8998099508513099,1
1012366,0.7778985059534604,1
1054585,0.7931291033959643,1
1014030,0.5745990701777526,1
1081689,0.8321509100109659,1
1015751,0.8783842286775518,1
1035870,0.7360415003224491,1
1044867,0.36674503560243676,0
1038412,0.7961161779822259,1
1058490,0.6868098293018394,1
1045514,0.6140067156627349,1
1093214,0.31448998792515437,0
1040096,0.770795011034914,1
1059786,0.8399701749525836,1
1055192,0.8629012140189737,1
1038855,0.7874626662221663,1
1018246,0.5142265775094644,1
1004612,0.7390581554267425,1
1003348,0.6106966323960744,1
1066610,0.8885900757130718,1
1021503,0.7147840590135184,1
1051939,0.852246598044514,1
1002129,0.5057670737290497,1
1099703,0.8437384789056114,1
1079051,0.815128438174757,1
1080861,0.8204862713184806,1
1025189,0.8134709829973332,1
1038209,0.7498590374426021,1
1074891,0.87053805637656,1
1015072,0.5517037453911986,1
1012926,0.8991198734520565,1
1055223,0.8284380189985675,1
1021021,0.5285341582043321,1
1059339,0.8301199773873249,1
1090765,0.869564719452628,1
1014782,0.8647751543040126,1
1083747,0.6967661824459584,1
1035186,0.6093770479549572,1
1066777,0.8137677070307878,1
1058853,0.8885602096581298,1
1064254,0.6397823678998994,1
1071792,0.8609039838920025,1
1041897,0.519072611790756,1
1068791,0.6909424846598089,1
1011251,0.6374023020645914,1
1080464,0.8801279071178694,1
1094700,0.8578032641512602,1
1054356,0.40564183414440974,0
1063819,0.6912027016613786,1
1028975,0.8361626214973205,1
1006386,0.4044320063812108,0
1087845,0.8893635289260762,1
1037412,0.8561865225325305,1
1016976,0.7941290972407271,1
1043155,0.898316801742834,1
1069072,0.8269310803468382,1
1064558,0.8004168359424962,1
1034141,0.8148782639886665,1
1090585,0.8722093491103219,1
1069972,0.8362163402264129,1
1058538,0.8732932537756157,1
1090033,0.7894996552343139,1
1002595,0.6109162386596967,1
1093265,0.8493364352176258,1
1053588,0.6920725193514773,1
1007355,0.5410083761996566,1
1059300,0.7159269322965726,1
1054020,0.7131133126048851,1
1023812,0.5593434099925029,1
1048444,0.8962991036917815,1
1001060,0.5548138369441741,1
1012961,0.7737349008732385,1
1091988,0.6559311048326792,1
1070431,0.8889023607483211,1
1017265,0.8517944803061341,1
1099498,0.7089988696256353,1
1007067,0.5614594313204371,1
1017687,0.8418317397934436,1
1024282,0.5313399788698245,1
1056111,0.4611399353128743,0
1017148,0.8079484963995421,1
1081124,0.8425962777545626,1
1016848,0.6724332346478652,1
1011990,0.4131107223907115,0
1060002,0.8422606123936552,1
1010511,0.8965340448529904,1
1096891,0.8232111385569219,1
1054252,0.3664999605974728,0
1060433,0.6788737064254264,1
1082943,0.8128949086442672,1
1046385,0.8655388202112964,1
1031172,0.8260178315121911,1
1002986,0.49024334605628894,0
1041589,0.8529061736738693,1
1065062,0.9100630896798003,1
1063938,0.8243853559802666,1
1062712,0.8629739043055152,1
1052534,0.7791415094230859,1
1056238,0.7828385377797628,1
1026663,0.8407221423779584,1
1057994,0.8628007807742638,1
1097517,0.7169909457670532,1
